SEQN,Grocery,Nonfood,Other,EatOut,Delivery
84396,500,100,30,321,5.40E-79
84397,800,100,800,5.40E-79,5.40E-79
84398,250,20,5.40E-79,20,5.40E-79
84399,642,128,100,200,60
84400,5.40E-79,5.40E-79,857,128,5.40E-79
84401,450,5.40E-79,100,100,999999
84402,428,5.40E-79,5.40E-79,150,35
84403,800,5.40E-79,5.40E-79,642,171
84404,550,100,200,300,50
84405,5.40E-79,5.40E-79,400,30,5.40E-79
84406,300,5.40E-79,400,160,150
84407,800,5.40E-79,100,5.40E-79,60
84408,200,50,100,50,20
84409,300,30,300,60,30
84410,560,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84411,,,,,
84412,200,40,60,100,20
84413,120,5.40E-79,170,50,5.40E-79
84414,400,100,50,100,50
84415,500,5.40E-79,300,250,75
84416,450,150,200,300,150
84417,800,250,300,400,200
84418,771,5.40E-79,100,5.40E-79,5.40E-79
84419,400,5.40E-79,100,200,50
84420,350,5.40E-79,450,128,5.40E-79
84421,400,5.40E-79,5.40E-79,200,5.40E-79
84422,1714,642,300,200,5.40E-79
84423,100,5.40E-79,2,5.40E-79,5.40E-79
84424,400,20,50,300,50
84425,225,25,5.40E-79,20,14
84426,350,100,100,200,50
84427,400,30,100,100,50
84428,252,5.40E-79,5.40E-79,40,5.40E-79
84429,200,50,50,60,5.40E-79
84430,400,5.40E-79,200,200,5.40E-79
84431,900,200,200,300,5.40E-79
84432,700,100,150,350,35
84433,600,5.40E-79,50,60,5.40E-79
84434,857,5.40E-79,5.40E-79,1000,5.40E-79
84435,300,50,75,50,5.40E-79
84436,150,5.40E-79,550,70,5.40E-79
84437,300,5.40E-79,5.40E-79,150,5.40E-79
84438,800,200,5.40E-79,400,40
84439,800,5.40E-79,5.40E-79,100,5.40E-79
84440,150,30,30,200,30
84441,200,5.40E-79,5.40E-79,100,5.40E-79
84442,,,,,
84443,350,50,150,60,5.40E-79
84444,600,200,5.40E-79,200,50
84445,350,5.40E-79,250,5.40E-79,5.40E-79
84446,250,5.40E-79,50,100,50
84447,500,50,5.40E-79,300,5.40E-79
84448,500,5.40E-79,5.40E-79,600,5.40E-79
84449,700,5.40E-79,125,200,30
84450,400,150,100,100,5.40E-79
84451,600,40,5.40E-79,5.40E-79,5.40E-79
84452,80,42,10,5,5.40E-79
84453,450,5.40E-79,40,200,30
84454,200,5.40E-79,219,214,5.40E-79
84455,250,25,5.40E-79,5.40E-79,5.40E-79
84456,400,5.40E-79,5.40E-79,250,5.40E-79
84457,300,150,300,500,85
84458,400,5.40E-79,100,999999,999999
84459,500,5.40E-79,100,40,5.40E-79
84460,857,5.40E-79,642,300,5.40E-79
84461,600,200,5.40E-79,200,50
84462,500,5.40E-79,60,5.40E-79,5.40E-79
84463,300,5.40E-79,100,100,50
84464,200,50,5.40E-79,30,5.40E-79
84465,500,214,80,60,5.40E-79
84466,100,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84467,,,,,
84468,700,5.40E-79,200,100,100
84469,225,5.40E-79,5.40E-79,100,5.40E-79
84470,15,5.40E-79,35,150,5.40E-79
84471,400,25,20,150,30
84472,400,5.40E-79,50,30,5.40E-79
84473,350,100,5.40E-79,30,5.40E-79
84474,450,5.40E-79,200,100,13
84475,200,15,150,18,5.40E-79
84476,200,5.40E-79,250,200,50
84477,857,5.40E-79,21,200,5.40E-79
84478,300,50,20,5.40E-79,20
84479,300,5.40E-79,150,30,5.40E-79
84480,150,107,25,50,5.40E-79
84481,857,128,999999,111,5.40E-79
84482,200,30,20,50,5.40E-79
84483,400,50,100,300,20
84484,240,5.40E-79,100,85,80
84485,589,5.40E-79,20,200,50
84486,300,5.40E-79,150,80,20
84487,1071,214,5.40E-79,300,85
84488,214,5.40E-79,5.40E-79,214,5.40E-79
84489,999999,999999,777777,5.40E-79,5.40E-79
84490,150,5.40E-79,50,200,5.40E-79
84491,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84492,700,300,200,5.40E-79,100
84493,350,75,100,200,40
84494,500,5.40E-79,5.40E-79,300,40
84495,300,10,5.40E-79,80,5.40E-79
84496,200,5.40E-79,200,80,20
84497,700,5.40E-79,150,60,5.40E-79
84498,400,5.40E-79,200,200,100
84499,1200,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84500,514,64,100,250,75
84501,342,5.40E-79,171,85,171
84502,600,100,300,700,5.40E-79
84503,500,200,100,5,5.40E-79
84504,200,5.40E-79,100,100,5.40E-79
84505,350,5.40E-79,50,300,85
84506,400,5.40E-79,171,128,85
84507,450,5.40E-79,150,200,5.40E-79
84508,1000,200,150,100,50
84509,238,5.40E-79,50,70,43
84510,,,,,
84511,857,214,214,257,5.40E-79
84512,400,5.40E-79,10,100,5.40E-79
84513,214,5.40E-79,120,5.40E-79,5.40E-79
84514,600,5.40E-79,400,200,5.40E-79
84515,514,5.40E-79,5.40E-79,999999,999999
84516,300,60,5.40E-79,100,5.40E-79
84517,750,50,5.40E-79,5.40E-79,75
84518,1071,5.40E-79,257,321,5.40E-79
84519,400,60,50,300,5.40E-79
84520,1500,100,200,5.40E-79,400
84521,600,50,150,120,5.40E-79
84522,,,,,
84523,250,10,50,100,5.40E-79
84524,1000,100,100,150,5.40E-79
84525,,,,,
84526,600,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84527,600,5.40E-79,5.40E-79,300,150
84528,250,5.40E-79,100,40,5.40E-79
84529,250,50,15,50,5.40E-79
84530,75,5.40E-79,10,5.40E-79,55
84531,525,5.40E-79,128,60,30
84532,428,85,5.40E-79,214,5.40E-79
84533,25,5.40E-79,375,100,5.40E-79
84534,514,85,214,60,5.40E-79
84535,514,128,10,100,5.40E-79
84536,428,171,85,342,171
84537,500,80,50,40,5.40E-79
84538,700,5.40E-79,5.40E-79,20,5.40E-79
84539,511,5.40E-79,5.40E-79,5.40E-79,100
84540,140,40,5.40E-79,60,5.40E-79
84541,250,50,50,80,5.40E-79
84542,300,5.40E-79,5.40E-79,200,5.40E-79
84543,500,5.40E-79,5.40E-79,300,5.40E-79
84544,771,5.40E-79,5.40E-79,257,5.40E-79
84545,400,75,999999,32,5.40E-79
84546,300,5.40E-79,80,80,5.40E-79
84547,360,5.40E-79,5.40E-79,80,5.40E-79
84548,200,5.40E-79,5.40E-79,5.40E-79,27
84549,700,5.40E-79,300,500,200
84550,428,214,728,171,64
84551,857,214,5.40E-79,60,5.40E-79
84552,600,5.40E-79,600,200,60
84553,5.40E-79,5.40E-79,700,100,5.40E-79
84554,257,5.40E-79,257,685,80
84555,214,5.40E-79,150,171,5.40E-79
84556,999999,999999,200,999999,999999
84557,428,5.40E-79,5.40E-79,5.40E-79,428
84558,200,5.40E-79,50,600,5.40E-79
84559,3000,5.40E-79,2142,857,342
84560,170,5.40E-79,100,40,20
84561,600,85,100,857,214
84562,250,5.40E-79,100,5.40E-79,5.40E-79
84563,1071,5.40E-79,5.40E-79,214,5.40E-79
84564,500,50,50,30,20
84565,600,5.40E-79,100,400,50
84566,200,30,20,11,5.40E-79
84567,500,5.40E-79,40,15,5.40E-79
84568,400,40,100,150,40
84569,100,30,200,600,300
84570,300,30,150,200,30
84571,600,5.40E-79,200,5.40E-79,20
84572,150,50,150,60,5.40E-79
84573,428,107,50,400,40
84574,300,100,50,300,200
84575,300,5.40E-79,5.40E-79,30,20
84576,400,5.40E-79,5.40E-79,40,5.40E-79
84577,857,5.40E-79,50,100,5.40E-79
84578,1714,5.40E-79,428,257,200
84579,300,45,200,100,100
84580,,,,,
84581,100,40,42,107,40
84582,,,,,
84583,336,5.40E-79,5.40E-79,20,5.40E-79
84584,,,,,
84585,1200,5.40E-79,5.40E-79,800,200
84586,1285,128,771,342,5.40E-79
84587,400,5.40E-79,50,50,5.40E-79
84588,320,85,17,44,5.40E-79
84589,800,150,120,200,75
84590,857,5.40E-79,342,40,5.40E-79
84591,600,60,5.40E-79,100,5.40E-79
84592,257,40,70,5.40E-79,5.40E-79
84593,600,150,60,250,80
84594,642,128,100,200,60
84595,200,10,25,25,5.40E-79
84596,428,85,5.40E-79,214,5.40E-79
84597,500,5.40E-79,100,5.40E-79,5.40E-79
84598,964,5.40E-79,428,300,128
84599,200,50,40,80,40
84600,300,50,5.40E-79,40,5.40E-79
84601,342,5.40E-79,107,171,85
84602,5.40E-79,5.40E-79,600,150,100
84603,400,5.40E-79,200,40,40
84604,428,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84605,400,50,150,257,5.40E-79
84606,200,25,5,100,5.40E-79
84607,999999,999999,999999,999999,5.40E-79
84608,950,5.40E-79,5.40E-79,1100,5.40E-79
84609,150,5.40E-79,200,400,60
84610,700,100,5.40E-79,200,100
84611,300,5.40E-79,100,214,85
84612,1071,5.40E-79,5.40E-79,35,5.40E-79
84613,1000,100,5.40E-79,150,5.40E-79
84614,250,50,25,12,5.40E-79
84615,200,5.40E-79,300,200,150
84616,857,5.40E-79,85,5.40E-79,5.40E-79
84617,400,100,150,50,5.40E-79
84618,5.40E-79,5.40E-79,428,30,107
84619,1071,5.40E-79,428,150,5.40E-79
84620,300,5.40E-79,100,100,40
84621,428,5.40E-79,128,30,5.40E-79
84622,400,30,5.40E-79,25,20
84623,5.40E-79,5.40E-79,120,85,5.40E-79
84624,300,5.40E-79,200,200,5.40E-79
84625,100,20,40,50,5.40E-79
84626,1071,5.40E-79,100,128,5.40E-79
84627,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84628,600,200,150,300,5.40E-79
84629,600,85,120,250,5.40E-79
84630,800,171,5.40E-79,120,5.40E-79
84631,137,5.40E-79,5.40E-79,5,5.40E-79
84632,600,5.40E-79,200,170,80
84633,5.40E-79,5.40E-79,857,110,5.40E-79
84634,500,100,171,150,40
84635,557,85,214,50,5.40E-79
84636,,,,,
84637,80,5.40E-79,210,5.40E-79,4
84638,300,5.40E-79,5.40E-79,200,5.40E-79
84639,350,5.40E-79,300,85,5.40E-79
84640,500,50,5.40E-79,80,5.40E-79
84641,238,5.40E-79,50,70,43
84642,489,200,100,70,5.40E-79
84643,450,5.40E-79,50,70,50
84644,250,75,5.40E-79,50,5.40E-79
84645,,,,,
84646,321,5.40E-79,85,128,10
84647,300,5.40E-79,30,60,5.40E-79
84648,428,150,857,50,5.40E-79
84649,300,60,150,60,6
84650,250,5.40E-79,600,150,5.40E-79
84651,300,5.40E-79,642,257,100
84652,150,120,5.40E-79,10,190
84653,175,5.40E-79,54,82,13
84654,428,5.40E-79,428,200,20
84655,1400,5.40E-79,5.40E-79,85,85
84656,800,5.40E-79,100,5.40E-79,60
84657,450,120,5.40E-79,55,5.40E-79
84658,600,100,80,100,20
84659,550,5.40E-79,5.40E-79,150,5.40E-79
84660,600,100,5.40E-79,500,30
84661,400,5.40E-79,5.40E-79,100,5.40E-79
84662,250,75,150,50,50
84663,800,5.40E-79,857,150,5.40E-79
84664,450,150,100,40,5.40E-79
84665,1000,5.40E-79,100,40,300
84666,700,5.40E-79,300,250,5.40E-79
84667,600,5.40E-79,100,80,80
84668,1714,5.40E-79,642,50,50
84669,600,50,150,120,5.40E-79
84670,500,100,5.40E-79,100,50
84671,300,5.40E-79,100,200,5.40E-79
84672,107,5.40E-79,5.40E-79,85,5.40E-79
84673,,,,,
84674,190,5.40E-79,150,150,20
84675,200,5.40E-79,428,300,50
84676,530,50,100,128,130
84677,350,5.40E-79,85,42,10
84678,450,5.40E-79,100,100,999999
84679,200,48,100,25,5.40E-79
84680,900,100,240,800,300
84681,800,150,500,300,100
84682,300,50,200,80,30
84683,428,5.40E-79,200,250,5.40E-79
84684,642,128,257,500,5.40E-79
84685,700,100,200,200,5.40E-79
84686,700,70,200,100,60
84687,1000,100,5.40E-79,300,5.40E-79
84688,600,5.40E-79,600,200,60
84689,350,5.40E-79,150,321,20
84690,428,5.40E-79,5.40E-79,100,5.40E-79
84691,300,5.40E-79,60,5.40E-79,5.40E-79
84692,800,5.40E-79,300,40,40
84693,115,5.40E-79,315,30,40
84694,200,5.40E-79,50,200,5.40E-79
84695,500,25,170,5.40E-79,5.40E-79
84696,300,60,5.40E-79,100,5.40E-79
84697,200,5.40E-79,200,25,25
84698,428,5.40E-79,128,300,5.40E-79
84699,5.40E-79,5.40E-79,500,100,60
84700,800,5.40E-79,700,400,150
84701,500,5.40E-79,150,50,5.40E-79
84702,428,64,64,5.40E-79,5.40E-79
84703,5.40E-79,5.40E-79,300,200,5.40E-79
84704,600,150,60,500,70
84705,1071,5.40E-79,128,5.40E-79,428
84706,500,150,100,400,200
84707,500,50,200,100,5.40E-79
84708,500,175,5.40E-79,150,50
84709,428,5.40E-79,214,214,107
84710,171,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84711,100,5.40E-79,42,200,75
84712,100,5.40E-79,150,42,5.40E-79
84713,3000,5.40E-79,400,50,5.40E-79
84714,300,5.40E-79,100,5.40E-79,5.40E-79
84715,70,10,14,5.40E-79,18
84716,800,200,5.40E-79,50,20
84717,194,5.40E-79,40,5.40E-79,5.40E-79
84718,300,75,50,40,5.40E-79
84719,130,20,30,100,5.40E-79
84720,514,5.40E-79,5.40E-79,999999,999999
84721,300,5.40E-79,214,400,5.40E-79
84722,1000,200,50,100,40
84723,350,5.40E-79,150,321,20
84724,550,999999,5.40E-79,999999,5.40E-79
84725,600,200,150,300,5.40E-79
84726,514,5.40E-79,85,342,5.40E-79
84727,300,5.40E-79,85,5.40E-79,5.40E-79
84728,5.40E-79,5.40E-79,430,30,25
84729,450,100,190,200,60
84730,600,5.40E-79,100,100,50
84731,557,5.40E-79,30,5.40E-79,5.40E-79
84732,400,5.40E-79,5.40E-79,5.40E-79,30
84733,300,100,128,428,5.40E-79
84734,500,100,100,200,100
84735,200,5.40E-79,250,20,20
84736,300,5.40E-79,100,60,70
84737,400,5.40E-79,999999,942,125
84738,800,100,5.40E-79,200,5.40E-79
84739,5.40E-79,5.40E-79,210,30,22
84740,600,5.40E-79,300,100,70
84741,350,25,20,10,6
84742,200,50,5.40E-79,16,5.40E-79
84743,1000,200,150,100,50
84744,200,5.40E-79,300,5.40E-79,30
84745,600,5.40E-79,5.40E-79,300,5.40E-79
84746,1200,5.40E-79,1714,999999,342
84747,389,80,120,30,5.40E-79
84748,900,150,5.40E-79,100,40
84749,649,5.40E-79,50,200,5.40E-79
84750,800,5.40E-79,200,100,5.40E-79
84751,160,40,35,5.40E-79,75
84752,400,50,100,100,5.40E-79
84753,300,100,5.40E-79,5.40E-79,1
84754,214,107,214,50,20
84755,428,214,428,428,5.40E-79
84756,300,5.40E-79,100,500,100
84757,535,51,5.40E-79,400,5.40E-79
84758,385,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84759,450,120,5.40E-79,55,5.40E-79
84760,200,50,10,30,5.40E-79
84761,600,5.40E-79,150,200,100
84762,1714,5.40E-79,5.40E-79,250,5.40E-79
84763,1285,5.40E-79,100,25,5.40E-79
84764,600,150,200,1000,5.40E-79
84765,400,5.40E-79,5.40E-79,100,5.40E-79
84766,428,85,300,5.40E-79,5.40E-79
84767,350,5.40E-79,100,150,50
84768,350,5.40E-79,300,250,100
84769,400,5.40E-79,5.40E-79,100,5.40E-79
84770,470,100,100,60,50
84771,300,50,100,200,5.40E-79
84772,649,5.40E-79,300,50,30
84773,800,200,200,300,5.40E-79
84774,120,5.40E-79,5.40E-79,999999,5.40E-79
84775,225,50,60,45,25
84776,300,5.40E-79,175,100,50
84777,600,5.40E-79,342,100,5.40E-79
84778,250,5.40E-79,55,30,20
84779,514,5.40E-79,214,120,5.40E-79
84780,600,5.40E-79,100,5.40E-79,5.40E-79
84781,250,5.40E-79,80,171,5.40E-79
84782,600,80,200,257,5.40E-79
84783,400,5.40E-79,100,200,50
84784,600,5.40E-79,150,5.40E-79,5.40E-79
84785,857,214,5.40E-79,15,40
84786,1000,200,100,500,50
84787,792,5.40E-79,50,999999,5.40E-79
84788,750,50,5.40E-79,5.40E-79,75
84789,300,30,5.40E-79,50,5.40E-79
84790,150,50,150,60,5.40E-79
84791,500,5.40E-79,200,100,50
84792,100,80,100,5.40E-79,60
84793,200,5.40E-79,5.40E-79,428,5.40E-79
84794,170,5.40E-79,40,20,5.40E-79
84795,857,5.40E-79,5.40E-79,857,214
84796,800,100,50,80,5.40E-79
84797,400,80,200,100,60
84798,1000,100,400,1000,5.40E-79
84799,,,,,
84800,600,5.40E-79,5.40E-79,60,30
84801,400,5.40E-79,150,150,5.40E-79
84802,321,64,5.40E-79,5.40E-79,5.40E-79
84803,1285,214,5.40E-79,100,30
84804,400,100,200,100,5.40E-79
84805,400,65,5.40E-79,20,5.40E-79
84806,428,5.40E-79,428,100,50
84807,400,50,150,20,5.40E-79
84808,600,5.40E-79,5.40E-79,150,5.40E-79
84809,80,5.40E-79,700,100,5.40E-79
84810,250,50,5.40E-79,5.40E-79,40
84811,428,30,40,171,85
84812,500,5.40E-79,30,100,5.40E-79
84813,300,5.40E-79,30,20,5.40E-79
84814,500,5.40E-79,5.40E-79,150,5.40E-79
84815,400,30,50,40,5.40E-79
84816,500,5.40E-79,200,100,30
84817,250,5.40E-79,30,160,8
84818,800,5.40E-79,200,100,5.40E-79
84819,300,50,100,200,5.40E-79
84820,400,5.40E-79,5.40E-79,150,100
84821,800,5.40E-79,100,5.40E-79,60
84822,500,60,5.40E-79,120,40
84823,650,100,100,100,5.40E-79
84824,500,5.40E-79,100,5.40E-79,30
84825,400,5.40E-79,200,100,20
84826,700,5.40E-79,100,5.40E-79,5.40E-79
84827,642,5.40E-79,50,200,30
84828,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84829,857,321,214,999999,30
84830,200,5.40E-79,5.40E-79,200,20
84831,321,107,214,600,5.40E-79
84832,200,10,5,300,5.40E-79
84833,600,5.40E-79,200,400,60
84834,500,125,50,300,60
84835,1071,20,120,5.40E-79,5.40E-79
84836,600,5.40E-79,5.40E-79,200,5.40E-79
84837,642,171,428,257,128
84838,200,5.40E-79,5.40E-79,200,20
84839,500,5.40E-79,5.40E-79,100,5.40E-79
84840,300,20,5.40E-79,60,60
84841,464,5.40E-79,50,40,5.40E-79
84842,200,5.40E-79,5.40E-79,50,5.40E-79
84843,700,200,5.40E-79,5.40E-79,5.40E-79
84844,5.40E-79,5.40E-79,200,50,5.40E-79
84845,800,200,5.40E-79,130,100
84846,150,5.40E-79,350,200,200
84847,400,50,100,150,50
84848,250,5.40E-79,5.40E-79,60,20
84849,500,5.40E-79,500,5.40E-79,428
84850,100,5.40E-79,642,257,5.40E-79
84851,400,40,200,600,50
84852,150,5.40E-79,20,60,5.40E-79
84853,642,5.40E-79,150,30,50
84854,,,,,
84855,550,5.40E-79,5.40E-79,15,5.40E-79
84856,1714,5.40E-79,642,50,50
84857,3000,5.40E-79,2142,857,342
84858,200,5.40E-79,250,200,50
84859,100,20,600,350,30
84860,160,30,5.40E-79,999999,5.40E-79
84861,535,5.40E-79,321,342,20
84862,600,100,40,40,5.40E-79
84863,562,5.40E-79,42,60,5.40E-79
84864,800,5.40E-79,1200,800,5.40E-79
84865,500,100,171,150,40
84866,300,5.40E-79,150,200,50
84867,240,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84868,,,,,
84869,500,250,5.40E-79,300,5.40E-79
84870,,,,,
84871,642,5.40E-79,5.40E-79,500,5.40E-79
84872,500,5.40E-79,200,428,5.40E-79
84873,6428,5.40E-79,300,5.40E-79,5.40E-79
84874,3300,5.40E-79,20,85,128
84875,400,5.40E-79,5.40E-79,642,171
84876,500,20,5.40E-79,428,214
84877,600,5.40E-79,5.40E-79,200,5.40E-79
84878,400,50,400,5.40E-79,5.40E-79
84879,350,100,5.40E-79,250,40
84880,400,5.40E-79,5.40E-79,171,20
84881,400,35,5.40E-79,5.40E-79,5.40E-79
84882,700,5.40E-79,200,700,50
84883,500,5.40E-79,400,214,171
84884,200,15,150,18,5.40E-79
84885,350,75,5.40E-79,60,10
84886,942,5.40E-79,120,160,5.40E-79
84887,530,5.40E-79,257,128,128
84888,857,5.40E-79,428,642,5.40E-79
84889,642,5.40E-79,5.40E-79,300,5.40E-79
84890,700,5.40E-79,5.40E-79,40,5.40E-79
84891,400,200,300,200,5.40E-79
84892,1000,5.40E-79,500,150,5.40E-79
84893,175,5.40E-79,5.40E-79,50,5.40E-79
84894,500,100,100,50,5.40E-79
84895,5.40E-79,5.40E-79,15,5.40E-79,5.40E-79
84896,400,5.40E-79,5.40E-79,200,5.40E-79
84897,500,5.40E-79,200,100,30
84898,350,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84899,400,100,100,60,5.40E-79
84900,600,5.40E-79,300,100,70
84901,200,5.40E-79,5.40E-79,20,5.40E-79
84902,184,5.40E-79,200,5.40E-79,5.40E-79
84903,428,5.40E-79,214,214,5.40E-79
84904,300,150,150,214,5.40E-79
84905,,,,,
84906,400,50,25,20,5.40E-79
84907,1200,100,100,200,5.40E-79
84908,300,5.40E-79,5.40E-79,40,5.40E-79
84909,250,128,5.40E-79,428,60
84910,300,50,30,5.40E-79,20
84911,857,5.40E-79,5.40E-79,300,5.40E-79
84912,642,5.40E-79,642,642,214
84913,300,5.40E-79,5.40E-79,120,5.40E-79
84914,200,50,5.40E-79,50,5.40E-79
84915,150,50,60,200,50
84916,140,5.40E-79,5.40E-79,5.40E-79,30
84917,250,5.40E-79,5.40E-79,10,14
84918,642,5.40E-79,171,30,5.40E-79
84919,642,5.40E-79,107,80,5.40E-79
84920,400,5.40E-79,128,257,5.40E-79
84921,800,5.40E-79,700,400,150
84922,792,5.40E-79,50,999999,5.40E-79
84923,300,100,5.40E-79,85,5.40E-79
84924,100,5.40E-79,300,171,15
84925,740,5.40E-79,107,20,20
84926,300,5.40E-79,50,100,5.40E-79
84927,400,10,20,70,30
84928,750,42,128,321,40
84929,1071,5.40E-79,257,321,5.40E-79
84930,200,5.40E-79,30,20,5.40E-79
84931,100,50,50,999999,999999
84932,30,5.40E-79,50,5.40E-79,5.40E-79
84933,214,5.40E-79,30,50,30
84934,150,5.40E-79,50,200,5.40E-79
84935,400,50,40,50,50
84936,257,5.40E-79,257,200,40
84937,525,200,150,100,100
84938,1500,5.40E-79,5.40E-79,200,100
84939,400,5.40E-79,5.40E-79,50,5.40E-79
84940,3000,428,5.40E-79,200,5.40E-79
84941,1000,30,5.40E-79,400,100
84942,250,5.40E-79,100,40,5.40E-79
84943,428,5.40E-79,100,60,5.40E-79
84944,200,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84945,350,150,350,70,60
84946,500,5.40E-79,300,5.40E-79,5.40E-79
84947,100,25,214,90,30
84948,275,5.40E-79,5.40E-79,5.40E-79,50
84949,200,80,200,60,20
84950,999999,999999,30,20,5.40E-79
84951,642,171,128,350,30
84952,800,214,642,5.40E-79,5.40E-79
84953,600,5.40E-79,600,200,60
84954,300,100,100,5.40E-79,5.40E-79
84955,5.40E-79,5.40E-79,500,100,5.40E-79
84956,350,128,20,225,25
84957,750,214,5.40E-79,85,40
84958,642,128,428,100,40
84959,5.40E-79,5.40E-79,300,214,5.40E-79
84960,500,5.40E-79,5.40E-79,150,5.40E-79
84961,100,5.40E-79,511,25,5.40E-79
84962,250,30,30,171,171
84963,642,200,5.40E-79,35,5.40E-79
84964,257,5.40E-79,300,257,5.40E-79
84965,620,70,42,60,40
84966,500,5.40E-79,100,5.40E-79,50
84967,300,50,100,150,5.40E-79
84968,400,35,5.40E-79,5.40E-79,5.40E-79
84969,385,5.40E-79,1392,428,85
84970,450,5.40E-79,150,50,5.40E-79
84971,250,50,5.40E-79,120,30
84972,100,5.40E-79,100,5.40E-79,5.40E-79
84973,240,90,450,70,5.40E-79
84974,200,5.40E-79,200,100,5.40E-79
84975,850,200,20,50,30
84976,300,5.40E-79,200,60,5.40E-79
84977,500,50,40,500,1500
84978,400,5.40E-79,5.40E-79,5.40E-79,50
84979,600,5.40E-79,200,5.40E-79,20
84980,270,70,5.40E-79,15,5.40E-79
84981,400,5.40E-79,100,30,5.40E-79
84982,857,214,214,428,214
84983,150,5.40E-79,50,50,5.40E-79
84984,500,75,5.40E-79,200,20
84985,500,5.40E-79,5.40E-79,300,5.40E-79
84986,1071,20,120,5.40E-79,5.40E-79
84987,550,5.40E-79,50,100,5.40E-79
84988,535,5.40E-79,5.40E-79,5.40E-79,5.40E-79
84989,600,75,5.40E-79,500,5.40E-79
84990,1000,200,5.40E-79,800,50
84991,350,5.40E-79,5.40E-79,100,5.40E-79
84992,100,15,5.40E-79,5.40E-79,5.40E-79
84993,1285,257,171,1500,300
84994,400,100,100,150,60
84995,150,75,150,5.40E-79,5.40E-79
84996,557,5.40E-79,107,214,5.40E-79
84997,350,60,5.40E-79,200,50
84998,320,5.40E-79,5.40E-79,30,5.40E-79
84999,5.40E-79,5.40E-79,900,5.40E-79,5.40E-79
85000,,,,,
85001,300,5.40E-79,300,5.40E-79,5.40E-79
85002,,,,,
85003,400,5.40E-79,5.40E-79,150,5.40E-79
85004,300,5.40E-79,500,40,50
85005,500,5.40E-79,60,5.40E-79,5.40E-79
85006,214,5.40E-79,5.40E-79,857,5.40E-79
85007,428,5.40E-79,5.40E-79,100,5.40E-79
85008,100,50,25,5.40E-79,5.40E-79
85009,1714,5.40E-79,428,257,200
85010,150,5.40E-79,150,100,50
85011,400,200,642,200,5.40E-79
85012,350,75,5.40E-79,5.40E-79,60
85013,500,5.40E-79,250,5.40E-79,100
85014,642,30,214,999999,70
85015,500,5.40E-79,50,30,5.40E-79
85016,100,5.40E-79,5.40E-79,20,5.40E-79
85017,500,100,40,450,5.40E-79
85018,400,5.40E-79,5.40E-79,50,5.40E-79
85019,900,5.40E-79,300,9,5.40E-79
85020,350,5.40E-79,150,100,5.40E-79
85021,700,5.40E-79,5.40E-79,300,5.40E-79
85022,100,30,20,200,5.40E-79
85023,400,5.40E-79,100,100,5.40E-79
85024,642,5.40E-79,857,257,5.40E-79
85025,5.40E-79,5.40E-79,300,100,5.40E-79
85026,450,5.40E-79,400,300,128
85027,600,5.40E-79,5.40E-79,100,50
85028,400,100,100,50,5.40E-79
85029,428,50,250,5.40E-79,5.40E-79
85030,500,75,20,300,5.40E-79
85031,5.40E-79,5.40E-79,600,5.40E-79,80
85032,857,5.40E-79,85,5.40E-79,5.40E-79
85033,964,5.40E-79,5.40E-79,5.40E-79,5.40E-79
85034,428,107,100,200,5.40E-79
85035,192,5.40E-79,12,8,5.40E-79
85036,700,200,5.40E-79,100,5.40E-79
85037,321,5.40E-79,50,428,5.40E-79
85038,320,5.40E-79,5.40E-79,30,5.40E-79
85039,275,5.40E-79,5.40E-79,5.40E-79,5.40E-79
85040,100,5.40E-79,150,50,5.40E-79
85041,150,5.40E-79,5.40E-79,100,5.40E-79
85042,342,5.40E-79,50,50,50
85043,257,5.40E-79,257,85,5.40E-79
85044,300,150,250,150,50
85045,500,5.40E-79,5.40E-79,100,30
85046,450,5.40E-79,100,100,999999
85047,600,5.40E-79,100,257,5.40E-79
85048,,,,,
85049,450,75,80,200,200
85050,200,5.40E-79,300,5.40E-79,5.40E-79
85051,150,15,10,5.40E-79,20
85052,950,5.40E-79,300,50,50
85053,6428,5.40E-79,300,5.40E-79,5.40E-79
85054,,,,,
85055,5.40E-79,5.40E-79,600,300,100
85056,857,5.40E-79,5.40E-79,428,5.40E-79
85057,600,100,50,30,5.40E-79
85058,,,,,
85059,400,5.40E-79,5.40E-79,50,5.40E-79
85060,500,5.40E-79,5.40E-79,500,5.40E-79
85061,60,5.40E-79,240,5.40E-79,5.40E-79
85062,6428,5.40E-79,300,5.40E-79,5.40E-79
85063,110,5.40E-79,1500,60,30
85064,30,5.40E-79,5.40E-79,5.40E-79,25
85065,500,5.40E-79,200,100,100
85066,500,5.40E-79,200,10,5.40E-79
85067,300,75,5.40E-79,30,25
